path,pred
mEbal/User 4/close/left eye/500.jpg,0.5143324
mEbal/User 4/close/left eye/544.jpg,0.9884123
mEbal/User 4/close/left eye/662.jpg,0.9783789
mEbal/User 4/close/left eye/567.jpg,0.6470358
mEbal/User 4/close/left eye/453.jpg,0.97508097
mEbal/User 4/close/left eye/669.jpg,0.9208484
mEbal/User 4/close/left eye/565.jpg,0.6573773
mEbal/User 4/close/left eye/461.jpg,0.99792874
mEbal/User 4/close/left eye/608.jpg,0.9762349
mEbal/User 4/close/left eye/718.jpg,0.9309374
mEbal/User 4/close/left eye/478.jpg,0.99121946
mEbal/User 4/close/left eye/504.jpg,0.9968707
mEbal/User 4/close/left eye/702.jpg,0.9901714
mEbal/User 4/close/left eye/649.jpg,0.9831403
mEbal/User 4/close/left eye/485.jpg,0.996135
mEbal/User 4/close/left eye/528.jpg,0.9839162
mEbal/User 4/close/left eye/529.jpg,0.9878203
mEbal/User 4/close/left eye/710.jpg,0.9493198
mEbal/User 4/close/left eye/697.jpg,0.99893945
mEbal/User 4/close/left eye/723.jpg,0.9163171
mEbal/User 4/close/left eye/547.jpg,0.9889755
mEbal/User 4/close/left eye/698.jpg,0.996311
mEbal/User 4/close/left eye/459.jpg,0.9903966
mEbal/User 4/close/left eye/556.jpg,0.51236767
mEbal/User 4/close/left eye/584.jpg,0.9870798
mEbal/User 4/close/left eye/703.jpg,0.7318759
mEbal/User 4/close/left eye/742.jpg,0.91802925
mEbal/User 4/close/left eye/536.jpg,0.9950695
mEbal/User 4/close/left eye/543.jpg,0.9984464
mEbal/User 4/close/left eye/494.jpg,0.9923126
mEbal/User 4/close/left eye/691.jpg,0.9935296
mEbal/User 4/close/left eye/644.jpg,0.6837113
mEbal/User 4/close/left eye/572.jpg,0.6365028
mEbal/User 4/close/left eye/563.jpg,0.9680713
mEbal/User 4/close/left eye/701.jpg,0.9978397
mEbal/User 4/close/left eye/657.jpg,0.9200085
mEbal/User 4/close/left eye/517.jpg,0.99895215
mEbal/User 4/close/left eye/628.jpg,0.99644226
mEbal/User 4/close/left eye/682.jpg,0.9817831
mEbal/User 4/close/left eye/498.jpg,0.33266872
mEbal/User 4/close/left eye/724.jpg,0.92028755
mEbal/User 4/close/left eye/638.jpg,0.98138785
mEbal/User 4/close/left eye/541.jpg,0.98085165
mEbal/User 4/close/left eye/537.jpg,0.19603065
mEbal/User 4/close/left eye/612.jpg,0.98472273
mEbal/User 4/close/left eye/713.jpg,0.91321933
mEbal/User 4/close/left eye/681.jpg,0.9799141
mEbal/User 4/close/left eye/607.jpg,0.9865845
mEbal/User 4/close/left eye/557.jpg,0.46078286
mEbal/User 4/close/left eye/540.jpg,0.9535324
mEbal/User 4/close/left eye/497.jpg,0.2588832
mEbal/User 4/close/left eye/680.jpg,0.9856182
mEbal/User 4/close/left eye/721.jpg,0.9881072
mEbal/User 4/close/left eye/639.jpg,0.96660835
mEbal/User 4/close/left eye/539.jpg,0.2968622
mEbal/User 4/close/left eye/645.jpg,0.81266797
mEbal/User 4/close/left eye/722.jpg,0.9978064
mEbal/User 4/close/left eye/630.jpg,0.881155
mEbal/User 4/close/left eye/586.jpg,0.99006313
mEbal/User 4/close/left eye/472.jpg,0.99979895
mEbal/User 4/close/left eye/705.jpg,0.9654057
mEbal/User 4/close/left eye/523.jpg,0.9866218
mEbal/User 4/close/left eye/553.jpg,0.9988626
mEbal/User 4/close/left eye/626.jpg,0.9934163
mEbal/User 4/close/left eye/679.jpg,0.92800575
mEbal/User 4/close/left eye/576.jpg,0.9437939
mEbal/User 4/close/left eye/545.jpg,0.8760115
mEbal/User 4/close/left eye/646.jpg,0.9891971
mEbal/User 4/close/left eye/711.jpg,0.86995345
mEbal/User 4/close/left eye/603.jpg,0.99264455
mEbal/User 4/close/left eye/658.jpg,0.97692424
mEbal/User 4/close/left eye/635.jpg,0.995994
mEbal/User 4/close/left eye/650.jpg,0.94509983
mEbal/User 4/close/left eye/585.jpg,0.9728716
mEbal/User 4/close/left eye/533.jpg,0.9631362
mEbal/User 4/close/left eye/510.jpg,0.9977315
mEbal/User 4/close/left eye/653.jpg,0.10317836
mEbal/User 4/close/left eye/725.jpg,0.9468859
mEbal/User 4/close/left eye/696.jpg,0.99959594
mEbal/User 4/close/left eye/741.jpg,0.9919968
mEbal/User 4/close/left eye/549.jpg,0.9632959
mEbal/User 4/close/left eye/617.jpg,0.98640186
mEbal/User 4/close/left eye/708.jpg,0.9855552
mEbal/User 4/close/left eye/473.jpg,0.9998405
mEbal/User 4/close/left eye/636.jpg,0.9633324
mEbal/User 4/close/left eye/561.jpg,0.9920442
mEbal/User 4/close/left eye/499.jpg,0.51943177
mEbal/User 4/close/left eye/685.jpg,0.99154305
mEbal/User 4/close/left eye/621.jpg,0.88984215
mEbal/User 4/close/left eye/571.jpg,0.9045037
mEbal/User 4/close/left eye/734.jpg,0.93076086
mEbal/User 4/close/left eye/627.jpg,0.9829129
mEbal/User 4/close/left eye/689.jpg,0.9885035
mEbal/User 4/close/left eye/457.jpg,0.99261236
mEbal/User 4/close/left eye/615.jpg,0.99398804
mEbal/User 4/close/left eye/675.jpg,0.8997407
mEbal/User 4/close/left eye/519.jpg,0.790761
mEbal/User 4/close/left eye/476.jpg,0.9639501
mEbal/User 4/close/left eye/610.jpg,0.9811405
mEbal/User 4/close/left eye/706.jpg,0.9604783
mEbal/User 4/close/left eye/530.jpg,0.9989686
mEbal/User 4/close/left eye/575.jpg,0.9765158
mEbal/User 4/close/left eye/524.jpg,0.968556
mEbal/User 4/close/left eye/632.jpg,0.95436233
mEbal/User 4/close/left eye/735.jpg,0.97120786
mEbal/User 4/close/left eye/623.jpg,0.9672688
mEbal/User 4/close/left eye/599.jpg,0.96220136
mEbal/User 4/close/left eye/720.jpg,0.9538294
mEbal/User 4/close/left eye/740.jpg,0.9773801
mEbal/User 4/close/left eye/509.jpg,0.99600714
mEbal/User 4/close/left eye/652.jpg,0.9927464
mEbal/User 4/close/left eye/625.jpg,0.9991084
mEbal/User 4/close/left eye/600.jpg,0.9925647
mEbal/User 4/close/left eye/490.jpg,0.99857473
mEbal/User 4/close/left eye/614.jpg,0.99928445
mEbal/User 4/close/left eye/552.jpg,0.96578115
mEbal/User 4/close/left eye/548.jpg,0.9474362
mEbal/User 4/close/left eye/580.jpg,0.98093224
mEbal/User 4/close/left eye/692.jpg,0.9515077
mEbal/User 4/close/left eye/554.jpg,0.98333794
mEbal/User 4/close/left eye/462.jpg,0.9963972
mEbal/User 4/close/left eye/659.jpg,0.83577704
mEbal/User 4/close/left eye/527.jpg,0.96205425
mEbal/User 4/close/left eye/573.jpg,0.97422427
mEbal/User 4/close/left eye/672.jpg,0.9402788
mEbal/User 4/close/left eye/479.jpg,0.99693155
mEbal/User 4/close/left eye/525.jpg,0.8621587
mEbal/User 4/close/left eye/651.jpg,0.6687467
mEbal/User 4/close/left eye/578.jpg,0.99355984
mEbal/User 4/close/left eye/484.jpg,0.8109529
mEbal/User 4/close/left eye/503.jpg,0.90237355
mEbal/User 4/close/left eye/726.jpg,0.8630642
mEbal/User 4/close/left eye/579.jpg,0.81275505
mEbal/User 4/close/left eye/731.jpg,0.93341374
mEbal/User 4/close/left eye/531.jpg,0.9693179
mEbal/User 4/close/left eye/518.jpg,0.9939329
mEbal/User 4/close/left eye/605.jpg,0.9871726
mEbal/User 4/close/left eye/642.jpg,0.69294536
mEbal/User 4/close/left eye/744.jpg,0.9571298
mEbal/User 4/close/left eye/606.jpg,0.98744464
mEbal/User 4/close/left eye/609.jpg,0.9607016
mEbal/User 4/close/left eye/656.jpg,0.96745616
mEbal/User 4/close/left eye/619.jpg,0.98762786
mEbal/User 4/close/left eye/493.jpg,0.95127916
mEbal/User 4/close/left eye/526.jpg,0.9352262
mEbal/User 4/close/left eye/712.jpg,0.60645086
mEbal/User 4/close/left eye/719.jpg,0.955695
mEbal/User 4/close/left eye/694.jpg,0.8083827
mEbal/User 4/close/left eye/502.jpg,0.99651045
mEbal/User 4/close/left eye/471.jpg,0.9986676
mEbal/User 4/close/left eye/456.jpg,0.6862303
mEbal/User 4/close/left eye/463.jpg,0.9929685
mEbal/User 4/close/left eye/688.jpg,0.97082055
mEbal/User 4/close/left eye/743.jpg,0.9983467
mEbal/User 4/close/left eye/613.jpg,0.9358365
mEbal/User 4/close/left eye/558.jpg,0.9199888
mEbal/User 4/close/left eye/477.jpg,0.98981196
mEbal/User 4/close/left eye/505.jpg,0.99700564
mEbal/User 4/close/left eye/633.jpg,0.9237661
mEbal/User 4/close/left eye/643.jpg,0.96846324
mEbal/User 4/close/left eye/488.jpg,0.90391725
mEbal/User 4/close/left eye/655.jpg,0.854986
mEbal/User 4/close/left eye/474.jpg,0.99976593
mEbal/User 4/close/left eye/491.jpg,0.9834906
mEbal/User 4/close/left eye/597.jpg,0.892083
mEbal/User 4/close/left eye/475.jpg,0.9991435
mEbal/User 4/close/left eye/717.jpg,0.9570585
mEbal/User 4/close/left eye/598.jpg,0.9774786
mEbal/User 4/close/left eye/620.jpg,0.970158
mEbal/User 4/close/left eye/686.jpg,0.9829511
mEbal/User 4/close/left eye/729.jpg,0.94428194
mEbal/User 4/close/left eye/592.jpg,0.74003947
mEbal/User 4/close/left eye/709.jpg,0.96765524
mEbal/User 4/close/left eye/673.jpg,0.70973504
mEbal/User 4/close/left eye/538.jpg,0.9887877
mEbal/User 4/close/left eye/677.jpg,0.91070557
mEbal/User 4/close/left eye/674.jpg,0.9711691
mEbal/User 4/close/left eye/668.jpg,0.986574
mEbal/User 4/close/left eye/676.jpg,0.85415775
mEbal/User 4/close/left eye/664.jpg,0.9928687
mEbal/User 4/close/left eye/522.jpg,0.6820488
mEbal/User 4/close/left eye/501.jpg,0.9711113
mEbal/User 4/close/left eye/622.jpg,0.95978177
mEbal/User 4/close/left eye/667.jpg,0.98402876
mEbal/User 4/close/left eye/596.jpg,0.9452398
mEbal/User 4/close/left eye/508.jpg,0.7378413
mEbal/User 4/close/left eye/470.jpg,0.9707987
mEbal/User 4/close/left eye/481.jpg,0.9947572
mEbal/User 4/close/left eye/574.jpg,0.9967464
mEbal/User 4/close/left eye/495.jpg,0.9555042
mEbal/User 4/close/left eye/515.jpg,0.9995276
mEbal/User 4/close/left eye/714.jpg,0.9966168
mEbal/User 4/close/left eye/560.jpg,0.9148191
mEbal/User 4/close/left eye/629.jpg,0.9962752
mEbal/User 4/close/left eye/487.jpg,0.9430961
mEbal/User 4/close/left eye/666.jpg,0.96086895
mEbal/User 4/close/left eye/618.jpg,0.98057806
mEbal/User 4/close/left eye/520.jpg,0.78424406
mEbal/User 4/close/left eye/715.jpg,0.9708471
mEbal/User 4/close/left eye/532.jpg,0.84291065
mEbal/User 4/close/left eye/535.jpg,0.9968749
mEbal/User 4/close/left eye/616.jpg,0.97457314
mEbal/User 4/close/left eye/727.jpg,0.8982034
mEbal/User 4/close/left eye/589.jpg,0.97697484
mEbal/User 4/close/left eye/641.jpg,0.5061112
mEbal/User 4/close/left eye/534.jpg,0.9869816
mEbal/User 4/close/left eye/684.jpg,0.9504596
mEbal/User 4/close/left eye/513.jpg,0.46461558
mEbal/User 4/close/left eye/454.jpg,0.9260145
mEbal/User 4/close/left eye/736.jpg,0.9917116
mEbal/User 4/close/left eye/647.jpg,0.8097165
mEbal/User 4/close/left eye/482.jpg,0.9994081
mEbal/User 4/close/left eye/716.jpg,0.7789486
mEbal/User 4/close/left eye/700.jpg,0.9986493
mEbal/User 4/close/left eye/512.jpg,0.98787117
mEbal/User 4/close/left eye/570.jpg,0.9135667
mEbal/User 4/close/left eye/511.jpg,0.99726367
mEbal/User 4/close/left eye/670.jpg,0.9920412
mEbal/User 4/close/left eye/699.jpg,0.9985469
mEbal/User 4/close/left eye/678.jpg,0.97969794
mEbal/User 4/close/left eye/466.jpg,0.9952429
mEbal/User 4/close/left eye/648.jpg,0.79605865
