path,pred
mEbal/User 4/close/left eye/500.jpg,0.97269934
mEbal/User 4/close/left eye/544.jpg,0.9999964
mEbal/User 4/close/left eye/662.jpg,0.99999046
mEbal/User 4/close/left eye/567.jpg,0.9992192
mEbal/User 4/close/left eye/453.jpg,0.99999356
mEbal/User 4/close/left eye/669.jpg,0.99998045
mEbal/User 4/close/left eye/565.jpg,0.9999043
mEbal/User 4/close/left eye/461.jpg,0.9999931
mEbal/User 4/close/left eye/608.jpg,0.99998856
mEbal/User 4/close/left eye/718.jpg,0.9998294
mEbal/User 4/close/left eye/478.jpg,0.9999919
mEbal/User 4/close/left eye/504.jpg,0.9999865
mEbal/User 4/close/left eye/702.jpg,0.99999046
mEbal/User 4/close/left eye/649.jpg,0.9999882
mEbal/User 4/close/left eye/485.jpg,0.9999924
mEbal/User 4/close/left eye/528.jpg,0.9999505
mEbal/User 4/close/left eye/529.jpg,0.99999
mEbal/User 4/close/left eye/710.jpg,0.9999752
mEbal/User 4/close/left eye/697.jpg,0.9999926
mEbal/User 4/close/left eye/723.jpg,0.99993885
mEbal/User 4/close/left eye/547.jpg,0.9999865
mEbal/User 4/close/left eye/698.jpg,0.99999297
mEbal/User 4/close/left eye/459.jpg,0.9999912
mEbal/User 4/close/left eye/556.jpg,0.9995042
mEbal/User 4/close/left eye/584.jpg,0.99998987
mEbal/User 4/close/left eye/703.jpg,0.9533464
mEbal/User 4/close/left eye/742.jpg,0.99997294
mEbal/User 4/close/left eye/536.jpg,0.999992
mEbal/User 4/close/left eye/543.jpg,0.9999883
mEbal/User 4/close/left eye/494.jpg,0.9999933
mEbal/User 4/close/left eye/691.jpg,0.9999844
mEbal/User 4/close/left eye/644.jpg,0.9996971
mEbal/User 4/close/left eye/572.jpg,0.96904635
mEbal/User 4/close/left eye/563.jpg,0.9999769
mEbal/User 4/close/left eye/701.jpg,0.9999893
mEbal/User 4/close/left eye/657.jpg,0.9999763
mEbal/User 4/close/left eye/517.jpg,0.9999931
mEbal/User 4/close/left eye/628.jpg,0.9999882
mEbal/User 4/close/left eye/682.jpg,0.99995756
mEbal/User 4/close/left eye/498.jpg,0.80005884
mEbal/User 4/close/left eye/724.jpg,0.9999902
mEbal/User 4/close/left eye/638.jpg,0.999984
mEbal/User 4/close/left eye/541.jpg,0.9999831
mEbal/User 4/close/left eye/537.jpg,0.002006308
mEbal/User 4/close/left eye/612.jpg,0.99999154
mEbal/User 4/close/left eye/713.jpg,0.99995625
mEbal/User 4/close/left eye/681.jpg,0.9999734
mEbal/User 4/close/left eye/607.jpg,0.99999225
mEbal/User 4/close/left eye/557.jpg,0.99846894
mEbal/User 4/close/left eye/540.jpg,0.99854195
mEbal/User 4/close/left eye/497.jpg,0.97192657
mEbal/User 4/close/left eye/680.jpg,0.9999726
mEbal/User 4/close/left eye/721.jpg,0.9999932
mEbal/User 4/close/left eye/639.jpg,0.9999757
mEbal/User 4/close/left eye/539.jpg,0.9986572
mEbal/User 4/close/left eye/645.jpg,0.9998258
mEbal/User 4/close/left eye/722.jpg,0.9999939
mEbal/User 4/close/left eye/630.jpg,0.99998784
mEbal/User 4/close/left eye/586.jpg,0.99998546
mEbal/User 4/close/left eye/472.jpg,0.99998987
mEbal/User 4/close/left eye/705.jpg,0.9999709
mEbal/User 4/close/left eye/523.jpg,0.9999417
mEbal/User 4/close/left eye/553.jpg,0.9999949
mEbal/User 4/close/left eye/626.jpg,0.9999925
mEbal/User 4/close/left eye/679.jpg,0.99997914
mEbal/User 4/close/left eye/576.jpg,0.99991035
mEbal/User 4/close/left eye/545.jpg,0.9982765
mEbal/User 4/close/left eye/646.jpg,0.9999865
mEbal/User 4/close/left eye/711.jpg,0.9995821
mEbal/User 4/close/left eye/603.jpg,0.9999927
mEbal/User 4/close/left eye/658.jpg,0.99999
mEbal/User 4/close/left eye/635.jpg,0.99999535
mEbal/User 4/close/left eye/650.jpg,0.999992
mEbal/User 4/close/left eye/585.jpg,0.9999862
mEbal/User 4/close/left eye/533.jpg,0.9999703
mEbal/User 4/close/left eye/510.jpg,0.9999918
mEbal/User 4/close/left eye/653.jpg,0.9999472
mEbal/User 4/close/left eye/725.jpg,0.99998283
mEbal/User 4/close/left eye/696.jpg,0.99999547
mEbal/User 4/close/left eye/741.jpg,0.99997616
mEbal/User 4/close/left eye/549.jpg,0.99997246
mEbal/User 4/close/left eye/617.jpg,0.9999864
mEbal/User 4/close/left eye/708.jpg,0.9999832
mEbal/User 4/close/left eye/473.jpg,0.99999547
mEbal/User 4/close/left eye/636.jpg,0.99998057
mEbal/User 4/close/left eye/561.jpg,0.99995184
mEbal/User 4/close/left eye/499.jpg,0.33165216
mEbal/User 4/close/left eye/685.jpg,0.9999933
mEbal/User 4/close/left eye/621.jpg,0.9998952
mEbal/User 4/close/left eye/571.jpg,0.999959
mEbal/User 4/close/left eye/734.jpg,0.9999696
mEbal/User 4/close/left eye/627.jpg,0.99998486
mEbal/User 4/close/left eye/689.jpg,0.99999213
mEbal/User 4/close/left eye/457.jpg,0.9999875
mEbal/User 4/close/left eye/615.jpg,0.9999907
mEbal/User 4/close/left eye/675.jpg,0.9999163
mEbal/User 4/close/left eye/519.jpg,0.9999894
mEbal/User 4/close/left eye/476.jpg,0.9999937
mEbal/User 4/close/left eye/610.jpg,0.99999297
mEbal/User 4/close/left eye/706.jpg,0.9999844
mEbal/User 4/close/left eye/530.jpg,0.9999949
mEbal/User 4/close/left eye/575.jpg,0.9999831
mEbal/User 4/close/left eye/524.jpg,0.9644638
mEbal/User 4/close/left eye/632.jpg,0.99991024
mEbal/User 4/close/left eye/735.jpg,0.999992
mEbal/User 4/close/left eye/623.jpg,0.99998915
mEbal/User 4/close/left eye/599.jpg,0.99998915
mEbal/User 4/close/left eye/720.jpg,0.99996567
mEbal/User 4/close/left eye/740.jpg,0.9999876
mEbal/User 4/close/left eye/509.jpg,0.99999464
mEbal/User 4/close/left eye/652.jpg,0.99998295
mEbal/User 4/close/left eye/625.jpg,0.99999464
mEbal/User 4/close/left eye/600.jpg,0.9999862
mEbal/User 4/close/left eye/490.jpg,0.9999908
mEbal/User 4/close/left eye/614.jpg,0.99999416
mEbal/User 4/close/left eye/552.jpg,0.9999484
mEbal/User 4/close/left eye/548.jpg,0.99983156
mEbal/User 4/close/left eye/580.jpg,0.9999871
mEbal/User 4/close/left eye/692.jpg,0.9999784
mEbal/User 4/close/left eye/554.jpg,0.99997747
mEbal/User 4/close/left eye/462.jpg,0.9999945
mEbal/User 4/close/left eye/659.jpg,0.99997044
mEbal/User 4/close/left eye/527.jpg,0.99996233
mEbal/User 4/close/left eye/573.jpg,0.9999826
mEbal/User 4/close/left eye/672.jpg,0.99998724
mEbal/User 4/close/left eye/479.jpg,0.9999918
mEbal/User 4/close/left eye/525.jpg,0.9999707
mEbal/User 4/close/left eye/651.jpg,0.9087235
mEbal/User 4/close/left eye/578.jpg,0.999987
mEbal/User 4/close/left eye/484.jpg,0.999974
mEbal/User 4/close/left eye/503.jpg,0.9999114
mEbal/User 4/close/left eye/726.jpg,0.99996483
mEbal/User 4/close/left eye/579.jpg,0.99963665
mEbal/User 4/close/left eye/731.jpg,0.9999776
mEbal/User 4/close/left eye/531.jpg,0.99992716
mEbal/User 4/close/left eye/518.jpg,0.99999046
mEbal/User 4/close/left eye/605.jpg,0.9999883
mEbal/User 4/close/left eye/642.jpg,0.99982953
mEbal/User 4/close/left eye/744.jpg,0.99998736
mEbal/User 4/close/left eye/606.jpg,0.9999888
mEbal/User 4/close/left eye/609.jpg,0.9999907
mEbal/User 4/close/left eye/656.jpg,0.99997747
mEbal/User 4/close/left eye/619.jpg,0.99998426
mEbal/User 4/close/left eye/493.jpg,0.99997914
mEbal/User 4/close/left eye/526.jpg,0.9999734
mEbal/User 4/close/left eye/712.jpg,0.9983882
mEbal/User 4/close/left eye/719.jpg,0.99998057
mEbal/User 4/close/left eye/694.jpg,0.9999045
mEbal/User 4/close/left eye/502.jpg,0.9999887
mEbal/User 4/close/left eye/471.jpg,0.99998736
mEbal/User 4/close/left eye/456.jpg,0.6713418
mEbal/User 4/close/left eye/463.jpg,0.9999889
mEbal/User 4/close/left eye/688.jpg,0.99997294
mEbal/User 4/close/left eye/743.jpg,0.9999945
mEbal/User 4/close/left eye/613.jpg,0.99998367
mEbal/User 4/close/left eye/558.jpg,0.9924712
mEbal/User 4/close/left eye/477.jpg,0.9999926
mEbal/User 4/close/left eye/505.jpg,0.9999852
mEbal/User 4/close/left eye/633.jpg,0.99992764
mEbal/User 4/close/left eye/643.jpg,0.9999777
mEbal/User 4/close/left eye/488.jpg,0.9999865
mEbal/User 4/close/left eye/655.jpg,0.9999491
mEbal/User 4/close/left eye/474.jpg,0.9999964
mEbal/User 4/close/left eye/491.jpg,0.9999318
mEbal/User 4/close/left eye/597.jpg,0.9996356
mEbal/User 4/close/left eye/475.jpg,0.9999894
mEbal/User 4/close/left eye/717.jpg,0.99996436
mEbal/User 4/close/left eye/598.jpg,0.99996233
mEbal/User 4/close/left eye/620.jpg,0.9999901
mEbal/User 4/close/left eye/686.jpg,0.9999887
mEbal/User 4/close/left eye/729.jpg,0.9999865
mEbal/User 4/close/left eye/592.jpg,0.99996686
mEbal/User 4/close/left eye/709.jpg,0.99967253
mEbal/User 4/close/left eye/673.jpg,0.99990976
mEbal/User 4/close/left eye/538.jpg,0.9999827
mEbal/User 4/close/left eye/677.jpg,0.99997294
mEbal/User 4/close/left eye/674.jpg,0.9999869
mEbal/User 4/close/left eye/668.jpg,0.99999034
mEbal/User 4/close/left eye/676.jpg,0.9994326
mEbal/User 4/close/left eye/664.jpg,0.9999857
mEbal/User 4/close/left eye/522.jpg,0.99986005
mEbal/User 4/close/left eye/501.jpg,0.9997012
mEbal/User 4/close/left eye/622.jpg,0.99997795
mEbal/User 4/close/left eye/667.jpg,0.99998236
mEbal/User 4/close/left eye/596.jpg,0.9999677
mEbal/User 4/close/left eye/508.jpg,0.99997604
mEbal/User 4/close/left eye/470.jpg,0.9999639
mEbal/User 4/close/left eye/481.jpg,0.99998724
mEbal/User 4/close/left eye/574.jpg,0.9999896
mEbal/User 4/close/left eye/495.jpg,0.9999927
mEbal/User 4/close/left eye/515.jpg,0.9999932
mEbal/User 4/close/left eye/714.jpg,0.9999863
mEbal/User 4/close/left eye/560.jpg,0.99997425
mEbal/User 4/close/left eye/629.jpg,0.9999949
mEbal/User 4/close/left eye/487.jpg,0.9999716
mEbal/User 4/close/left eye/666.jpg,0.99997485
mEbal/User 4/close/left eye/618.jpg,0.9999809
mEbal/User 4/close/left eye/520.jpg,0.99868065
mEbal/User 4/close/left eye/715.jpg,0.99998236
mEbal/User 4/close/left eye/532.jpg,0.86497694
mEbal/User 4/close/left eye/535.jpg,0.9999901
mEbal/User 4/close/left eye/616.jpg,0.9999896
